-0.020978129	0.03232752	-0.045814242	-0.02733928	0.033415522	-0.032558456	0.035154495	0.015662443	-0.0026744977	-0.017376445	0.044957448	-0.036249887	-0.034310535	0.045351017	-0.04341842	0.022565875
0.008669696	-0.054223206	-0.0063299728	0.09657377	-0.028183334	0.11386301	0.031105723	-0.018585784	-0.0324822	-0.05177706	0.06414527	0.031749435	0.110242076	0.006873955	0.004847831	-0.020461341
-0.049438167	0.06310491	-0.05910346	0.122192636	-0.07142768	0.23671196	-0.07807503	-0.087987185	-0.1777468	-0.119209304	-0.016519077	0.073587365	0.0839217	-0.082096644	0.035429522	0.094156735
-0.11420396	0.071609326	-0.09563521	-0.08385922	-0.09697565	0.0010456598	-0.09663316	-0.011223217	-0.08782981	0.20631783	-0.11219429	-0.15147963	-0.12546295	-0.042906426	0.042458143	0.0012929891
0.15040171	-0.22865444	0.16601382	-0.24079587	0.2343193	-0.23812614	0.20378342	0.2556832	0.26716504	0.14458667	0.15075418	-0.23293683	-0.26866856	0.29794422	-0.21642067	-0.25598305
0.43200937	-0.42385554	0.38931984	0.032083448	0.3410553	0.0019016394	0.442399	0.34786826	0.2350783	-0.0967125	0.45136288	0.06809886	0.057098493	0.36067262	-0.41030216	-0.41745862
0.2581766	-0.30881733	0.21088912	-0.18927309	0.2594939	-0.16526753	0.25809252	0.18068133	0.18298675	0.17706372	0.3177752	-0.10603079	-0.14943361	0.24459752	-0.2279473	-0.23559096
-0.10498932	0.08343476	-0.07461319	0.15085663	-0.05334165	0.03618674	-0.07927676	-0.14437291	-0.12874569	-0.001152267	-0.10002847	0.03333744	0.12184229	-0.0652009	0.07080213	0.01999324
-0.46584067	0.24090353	-0.34751892	-0.27310577	-0.23559058	0.09801055	-0.3953186	-0.13879523	-0.09154012	0.4563487	-0.5968143	-0.50440025	-0.32557267	-0.1274244	0.30106843	0.13614228
0.30906472	-0.35766518	0.41806147	0.026690865	0.41213706	-0.20975555	0.42210013	0.39135784	0.40195933	-0.08253658	0.32763824	0.116387926	0.049566265	0.41892588	-0.3693818	-0.41211945
-0.045437604	-0.119949736	-0.0559843	-0.1126898	0.04834224	-0.10110523	0.06523947	0.14403257	0.09910759	0.1649616	0.090034716	-0.11938019	-0.27567178	0.14393578	-0.12131875	-0.2993948
0.12744947	-0.26168674	0.06444243	-0.027250038	0.23781265	-0.137314	0.16315775	0.3385516	0.192878	-0.004498474	0.1118657	0.011839044	-0.049208805	0.317792	-0.21104805	-0.25775766
-0.18822902	0.14691545	-0.13429019	-0.017356826	-0.18843594	0.06252698	-0.16550939	-0.10302175	-0.15008417	0.13422273	-0.18397915	-0.14952163	-0.044000525	-0.070496984	0.14306206	0.07239229
-0.20330703	-0.040807687	-0.21589279	-0.41718718	-0.027577374	-0.2175375	-0.038826637	0.056569718	0.03045082	0.52329606	-0.13455503	-0.60797924	-0.5800511	0.020301115	0.03643367	-0.1379826
0.63119686	-0.48347574	0.7030773	-0.4133931	0.5549619	-0.2675398	0.5786944	0.5627991	0.53176963	0.27850884	0.5211555	-0.2957745	-0.2707592	0.69663453	-0.67692393	-0.5531183
0.123908795	-0.16683745	-0.03088746	0.26547408	0.069844574	0.32858077	0.006623429	0.1710636	0.14245899	-0.27770585	0.098448806	0.1771921	0.23085693	0.21080607	-0.14078206	-0.21822512
0.30440846	-0.36080277	0.31156507	-0.20020021	0.348239	-0.04473525	0.27196664	0.442967	0.39815274	0.24753883	0.17826763	-0.28619465	-0.18770352	0.4617393	-0.3792631	-0.39128923
-0.36325538	0.12543139	-0.18359928	-0.42687532	-0.07537909	-0.15551028	-0.19829582	0.05849827	-0.020833826	0.51148975	-0.43508837	-0.5221579	-0.42658162	-0.09590999	0.27657193	-0.006410338
0.18295273	-0.39581275	0.2549654	0.16330732	0.35970253	-0.21517648	0.37741196	0.37927622	0.34796268	-0.20173496	0.21231946	0.1520854	0.12229724	0.31547627	-0.23240758	-0.37688005
0.010021997	-0.27053538	0.08631387	-0.17296983	0.20000474	-0.14856088	0.196538	0.2779688	0.21686709	0.16987011	0.034295034	-0.22985575	-0.21985641	0.25617528	-0.15749703	-0.34675622
0.0015871315	-0.3199305	0.08797491	-0.38200244	0.29259655	-0.33666134	0.2985344	0.3337338	0.29496405	0.31841564	0.20046408	-0.33592242	-0.45262447	0.30283797	-0.24063362	-0.37827024
-0.22173867	0.114061736	-0.14709136	-0.5315287	-0.06348901	-0.1639959	-0.14884126	0.02110474	0.00553441	0.59118044	-0.3471727	-0.63121825	-0.45074186	0.08358147	0.10845257	-0.0005667435
0.12839532	-0.05755593	0.092500575	-0.14508958	0.060327645	-0.0008028421	0.10238991	0.044449087	0.048615627	0.12296906	0.22001486	-0.19159673	-0.15506685	0.13064153	-0.15974967	-0.113085166
-0.42549807	0.2339332	-0.5063335	0.4133923	-0.30417272	0.16724752	-0.2749881	-0.3342276	-0.4540376	-0.2615899	-0.31130335	0.2588546	0.32911387	-0.3149405	0.4297031	0.2516357
-0.031466193	0.20587806	0.07732296	-0.034802206	-0.15140973	0.2530409	-0.21283066	-0.15890801	-0.14417274	0.116954945	-0.17705117	-0.2515396	0.07444056	-0.017180663	0.078057416	0.19165005
0.038217645	-0.2766689	0.016826212	0.062104598	0.077335596	-0.16004789	0.20046577	0.106946856	0.0069015166	-0.048276324	0.30186388	0.13605624	-0.15322164	0.16701217	-0.07582234	-0.2136225
